car_plate,owner_name,owner_addr,vechicle_type,registration_date
WBP 902,Ahmad bin Muhammad,"723 Jalan Bukit Melati, Kuala Lumpur",Sedan,1995-03-30T03:00:46
YX 9690,Foo Wei Liang,"59 Jalan Bukit Bintang, Kuala Lumpur",Truck,2000-06-06T15:25:11
PWG 5527,Ahmad bin Nur,"47 Jalan Bukit Bintang, Kuala Lumpur",Truck,2001-03-11T06:36:01
NB 638,Teoh Ling Hua,"820 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2010-05-10T23:53:19
IX 6,Ng Xuan Liang,"878 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2008-05-22T01:08:01
JKG 3,Mani a/p Priya,"478 Jalan Bukit Bintang, Kuala Lumpur",Truck,1992-07-14T15:08:18
IC 965,Ahmad binti Nur,"827 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2001-03-19T23:06:18
ZX 5986,Lakshmi a/l Arjun,"925 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1995-07-06T17:16:34
WHN 631,Lee Liang Jie,"204 Jalan Bukit Bintang, Kuala Lumpur",Truck,1998-04-15T04:15:40
QKK 0,Farid binti Aisyah,"778 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1997-12-01T03:30:19
RAJ 23,Foo Mei Jie,"927 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2001-01-27T08:46:21
PBJ 65,Goh Liang Mei,"5 Jalan Bukit Bintang, Kuala Lumpur",Truck,2001-01-29T14:10:43
MPG 6697,Tan Liang Yan,"19 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1996-07-05T05:13:16
GI 9357,Kumar a/l Kumar,"840 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1998-03-08T02:04:41
JJD 631,Ng Xuan Jun,"359 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2004-05-26T22:41:24
NI 90,Teoh Jie Yan,"761 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-04-01T00:53:40
MJ 30,Ng Liang Wei,"391 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2008-11-13T23:30:30
RVE 40,Suresh a/l Lakshmi,"55 Jalan Bukit Melati, Kuala Lumpur",Sedan,2000-05-02T06:53:02
BR 5778,Priya a/l Anita,"782 Jalan Bukit Mawar, Kuala Lumpur",Truck,2010-08-15T17:06:13
KY 2578,Mani a/p Devi,"560 Jalan Bukit Melati, Kuala Lumpur",Truck,2005-01-09T15:38:05
GE 2401,Arjun a/p Lakshmi,"24 Jalan Bukit Melati, Kuala Lumpur",Truck,2004-03-09T13:50:09
BH 804,Devi a/l Kumar,"6 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1998-06-27T01:37:44
VQF 9507,Farid binti Ahmad,"727 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1995-03-06T08:29:44
PKX 46,Priya a/l Devi,"504 Jalan Bukit Mawar, Kuala Lumpur",SUV,2003-05-18T23:09:10
RHC 5,Aisyah bin Muhammad,"913 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2000-02-11T05:00:57
HZ 826,Azlan bin Muhammad,"824 Jalan Bukit Melati, Kuala Lumpur",SUV,2001-01-22T20:05:28
ZD 6,Goh Hua Hui,"218 Jalan Bukit Bintang, Kuala Lumpur",SUV,2002-03-17T09:34:44
DAW 165,Haziq binti Aisyah,"36 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2006-03-21T00:04:41
KMZ 9,Tan Liang Xuan,"154 Jalan Bukit Bintang, Kuala Lumpur",Truck,2009-12-01T15:51:30
SJ 69,Azlan binti Ahmad,"369 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1992-10-04T12:20:14
JB 9,Ng Jie Ling,"903 Jalan Bukit Melati, Kuala Lumpur",Truck,1994-03-29T05:02:39
ZW 1,Nurul bin Liyana,"122 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2000-09-25T20:36:01
HU 7,Ahmad binti Muhammad,"275 Jalan Bukit Mawar, Kuala Lumpur",SUV,2002-02-06T08:17:05
FN 2406,Aisyah binti Nur,"598 Jalan Bukit Melati, Kuala Lumpur",Coupe,2001-06-25T14:22:09
ES 4,Ng Ling Jie,"715 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2003-06-22T05:14:21
AH 0762,Aisyah bin Nur,"890 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1990-09-14T13:36:26
OXT 873,Tan Jie Wei,"997 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1999-08-10T14:41:11
TE 3,Azlan bin Nur,"548 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1991-10-18T06:45:06
GK 41,Mani a/p Mani,"721 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2005-03-11T19:43:02
TKP 5122,Priya a/p Raj,"336 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2008-07-04T22:54:06
MBW 761,Muhammad binti Aisyah,"150 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1992-03-13T00:14:00
PU 28,Nur bin Aisyah,"429 Jalan Bukit Melati, Kuala Lumpur",Coupe,2007-01-25T23:02:53
PIK 84,Deepa a/p Deepa,"410 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1995-09-28T16:09:34
AZJ 968,Wong Yan Jie,"547 Jalan Bukit Melati, Kuala Lumpur",Truck,1996-11-11T19:30:24
TKJ 2670,Goh Ling Liang,"143 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1992-01-24T00:58:46
KSH 1,Arjun a/p Deepa,"632 Jalan Bukit Melati, Kuala Lumpur",Truck,2001-10-07T16:49:41
PS 93,Goh Jun Jie,"282 Jalan Bukit Melati, Kuala Lumpur",Sedan,1993-06-16T07:21:34
GRW 46,Azlan bin Aisyah,"910 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1994-04-21T08:49:05
VYD 0,Raj a/p Suresh,"231 Jalan Bukit Mawar, Kuala Lumpur",SUV,2008-06-03T12:21:55
GH 7,Muhammad bin Nur,"521 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2002-03-01T06:25:08
SQ 7420,Haziq bin Nurul,"555 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2001-08-09T16:20:51
BLP 60,Suresh a/l Devi,"155 Jalan Bukit Melati, Kuala Lumpur",SUV,2006-08-17T19:58:03
PF 15,Lakshmi a/p Anita,"237 Jalan Bukit Melati, Kuala Lumpur",Truck,2004-10-01T14:49:58
TT 6,Haziq bin Azlan,"529 Jalan Bukit Mawar, Kuala Lumpur",SUV,2005-07-14T12:28:28
XJ 0,Lakshmi a/p Suresh,"295 Jalan Bukit Bintang, Kuala Lumpur",Truck,1998-02-20T22:22:56
UGT 2586,Teoh Mei Wei,"233 Jalan Bukit Melati, Kuala Lumpur",Truck,2009-04-02T01:45:13
FPY 835,Chan Jun Ling,"906 Jalan Bukit Bintang, Kuala Lumpur",SUV,2003-12-24T14:55:44
RY 70,Mani a/l Arjun,"226 Jalan Bukit Mawar, Kuala Lumpur",Truck,1991-09-01T03:45:58
ZER 994,Priya a/l Suresh,"628 Jalan Bukit Bintang, Kuala Lumpur",Truck,2001-04-16T14:04:58
WB 498,Wong Ling Yan,"435 Jalan Bukit Melati, Kuala Lumpur",Coupe,2000-06-14T18:44:38
VEU 5516,Ahmad bin Aisyah,"272 Jalan Bukit Bintang, Kuala Lumpur",SUV,2000-09-05T15:05:09
DJ 842,Deepa a/l Lakshmi,"821 Jalan Bukit Bintang, Kuala Lumpur",Truck,1997-05-16T03:15:19
FKC 9846,Ng Ling Jie,"420 Jalan Bukit Melati, Kuala Lumpur",Truck,1990-12-28T18:52:46
DYU 57,Lim Yan Jun,"80 Jalan Bukit Melati, Kuala Lumpur",SUV,1995-11-26T04:56:58
ZS 2091,Wong Mei Yan,"751 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2004-02-29T02:10:31
GH 76,Haziq binti Muhammad,"252 Jalan Bukit Melati, Kuala Lumpur",Coupe,1991-05-08T21:19:09
EDW 8502,Muhammad bin Liyana,"631 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2008-05-19T03:08:34
NX 3,Priya a/l Lakshmi,"308 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1999-03-31T04:29:15
BF 68,Deepa a/l Mani,"279 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2007-12-01T23:59:58
TZ 5394,Tan Liang Mei,"794 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1994-06-26T12:34:46
TG 4338,Chan Ling Yan,"444 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1994-08-22T20:36:11
WYC 5,Goh Liang Jun,"345 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2009-05-18T13:38:15
YSQ 1,Aisyah bin Azlan,"468 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1993-04-04T06:48:16
NQZ 512,Ng Ling Hui,"631 Jalan Bukit Melati, Kuala Lumpur",SUV,2002-10-14T18:45:18
RQ 0,Aisyah binti Nurul,"477 Jalan Bukit Melati, Kuala Lumpur",Truck,2010-05-01T03:27:01
GAA 4,Kumar a/l Raj,"3 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2003-01-10T22:28:46
KYC 00,Azlan bin Haziq,"726 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1998-02-05T08:15:44
NQ 30,Nurul bin Farid,"543 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1991-11-26T02:04:22
HX 98,Deepa a/l Anita,"123 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2008-08-26T18:23:13
MZX 3904,Mani a/p Suresh,"130 Jalan Bukit Melati, Kuala Lumpur",Truck,1996-06-25T11:41:56
WS 8822,Wong Jie Jun,"393 Jalan Bukit Bintang, Kuala Lumpur",SUV,2008-01-14T11:48:08
MQN 552,Liyana bin Aisyah,"736 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-09-24T22:01:49
HG 201,Ahmad binti Aisyah,"570 Jalan Bukit Bintang, Kuala Lumpur",Truck,2002-04-25T21:54:56
PII 1,Haziq binti Ahmad,"969 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1993-10-09T22:20:55
TEX 8,Ahmad bin Azlan,"24 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2010-09-22T09:20:20
ACR 12,Lim Xuan Ling,"500 Jalan Bukit Melati, Kuala Lumpur",Truck,2004-03-07T18:53:59
TAP 472,Siti bin Farid,"947 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2007-05-18T02:26:33
ZA 563,Lee Yan Wei,"387 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1996-07-14T05:26:56
QER 6726,Ng Wei Xuan,"887 Jalan Bukit Mawar, Kuala Lumpur",Sedan,2006-03-29T15:04:11
PD 40,Farid bin Nur,"873 Jalan Bukit Mawar, Kuala Lumpur",Coupe,2008-09-18T00:59:44
QUB 2301,Kumar a/l Raj,"423 Jalan Bukit Melati, Kuala Lumpur",SUV,1990-03-30T06:02:02
HEN 228,Arjun a/l Anita,"812 Jalan Bukit Melati, Kuala Lumpur",SUV,1996-01-02T13:15:53
RGI 8,Priya a/l Mani,"942 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1992-12-03T23:47:05
JYE 0311,Priya a/p Mani,"538 Jalan Bukit Melati, Kuala Lumpur",Truck,2003-07-15T10:00:15
XX 08,Goh Xuan Hua,"239 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1990-06-03T06:00:59
KFP 8,Wong Hua Xuan,"189 Jalan Bukit Mawar, Kuala Lumpur",SUV,1998-08-27T23:22:53
WOQ 4,Azlan bin Nur,"303 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1990-04-30T06:33:05
FZ 6,Chong Xuan Jun,"986 Jalan Bukit Melati, Kuala Lumpur",Sedan,1994-08-01T06:50:36
NR 92,Nurul binti Muhammad,"851 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2003-02-09T10:21:12
FW 15,Teoh Liang Hui,"478 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1995-08-06T01:21:04
KBD 89,Priya a/p Anita,"190 Jalan Bukit Melati, Kuala Lumpur",SUV,2007-10-24T10:20:30
ZDJ 6,Devi a/p Priya,"305 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1992-07-05T20:22:02
DYG 0,Siti bin Muhammad,"238 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1999-03-07T00:40:26
BUL 38,Nurul bin Siti,"914 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1997-12-24T19:24:04
EV 7,Nurul bin Farid,"639 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2003-03-27T06:04:40
NP 9,Deepa a/l Raj,"722 Jalan Bukit Jelutong, Kuala Lumpur",SUV,2007-06-30T15:36:00
MLS 3431,Ahmad bin Haziq,"428 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2010-08-20T06:49:09
YQY 7,Azlan binti Haziq,"713 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1996-04-23T10:31:43
FFE 1,Liyana binti Farid,"658 Jalan Bukit Mawar, Kuala Lumpur",SUV,2007-07-26T07:42:57
UV 6653,Ng Jie Hua,"111 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1992-06-17T10:45:13
CB 6,Aisyah bin Haziq,"825 Jalan Bukit Melati, Kuala Lumpur",Coupe,1990-03-01T08:22:43
YV 274,Devi a/l Lakshmi,"101 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2009-04-30T15:51:48
BGO 7,Nurul binti Haziq,"664 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1994-08-19T18:06:42
XZ 9228,Siti bin Nur,"631 Jalan Bukit Bintang, Kuala Lumpur",Truck,2008-10-25T18:27:22
PY 3,Aisyah binti Siti,"761 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2001-10-14T15:52:39
BQF 50,Kumar a/p Anita,"622 Jalan Bukit Melati, Kuala Lumpur",Truck,1999-05-01T10:10:35
GJ 26,Haziq binti Muhammad,"179 Jalan Bukit Melati, Kuala Lumpur",SUV,1994-08-02T18:39:30
PMH 09,Lakshmi a/p Lakshmi,"69 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2005-07-08T00:29:30
HL 5,Nur binti Ahmad,"700 Jalan Bukit Bintang, Kuala Lumpur",SUV,2009-12-10T19:53:32
TY 61,Wong Hui Jun,"36 Jalan Bukit Melati, Kuala Lumpur",Sedan,2009-03-11T20:53:58
PUT 7062,Muhammad bin Liyana,"928 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1996-04-14T15:11:06
HHI 74,Liyana bin Siti,"102 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2007-10-05T14:11:30
ZM 98,Siti bin Farid,"98 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1995-08-04T08:59:36
SE 553,Teoh Wei Xuan,"854 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2001-08-24T23:52:11
GY 11,Aisyah bin Nurul,"533 Jalan Bukit Bintang, Kuala Lumpur",SUV,1996-12-24T05:59:23
GSH 4,Tan Xuan Jie,"824 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2009-12-22T15:24:27
WY 561,Teoh Liang Hui,"624 Jalan Bukit Melati, Kuala Lumpur",Coupe,1996-07-26T16:44:53
RBO 5241,Liyana binti Ahmad,"385 Jalan Bukit Melati, Kuala Lumpur",Truck,1995-12-18T06:45:40
EMM 37,Tan Hui Ling,"653 Jalan Bukit Melati, Kuala Lumpur",Truck,2007-02-25T00:08:28
GNZ 167,Foo Ling Liang,"920 Jalan Bukit Melati, Kuala Lumpur",Truck,1992-06-11T15:59:11
GVE 6,Azlan bin Nur,"20 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1997-06-29T01:14:36
ICW 3148,Nur binti Aisyah,"413 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2003-10-30T02:02:31
KAK 3,Tan Hua Mei,"767 Jalan Bukit Melati, Kuala Lumpur",Truck,1993-10-12T08:32:45
OBE 2,Suresh a/l Suresh,"580 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1997-07-26T17:26:15
WFL 0,Siti binti Farid,"372 Jalan Bukit Bintang, Kuala Lumpur",Truck,2002-12-01T11:10:15
YSW 242,Wong Wei Yan,"990 Jalan Bukit Bintang, Kuala Lumpur",SUV,2000-01-28T23:19:23
BIC 0261,Deepa a/l Kumar,"640 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2005-12-11T08:10:57
KGE 39,Chong Xuan Liang,"54 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,2003-12-15T13:39:00
BOP 742,Foo Hua Yan,"23 Jalan Bukit Melati, Kuala Lumpur",Truck,1994-05-29T17:13:53
GMX 34,Deepa a/l Raj,"584 Jalan Bukit Bintang, Kuala Lumpur",SUV,2004-06-08T17:52:16
BC 2272,Lee Hua Wei,"568 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2002-06-01T04:02:21
RCZ 3,Foo Hua Liang,"175 Jalan Bukit Bintang, Kuala Lumpur",Coupe,2010-04-21T12:32:18
XHA 69,Raj a/p Kumar,"289 Jalan Bukit Melati, Kuala Lumpur",Coupe,2000-12-17T19:14:28
EP 41,Liyana bin Aisyah,"521 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1996-09-29T14:25:58
KY 0,Muhammad bin Azlan,"792 Jalan Bukit Bintang, Kuala Lumpur",Truck,1998-03-18T02:43:30
WJ 60,Nurul binti Siti,"558 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1992-07-15T05:08:58
WU 4,Ahmad binti Aisyah,"207 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1990-01-20T04:22:37
ZA 1,Nur bin Liyana,"194 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1991-02-12T13:17:07
UP 4,Raj a/p Devi,"915 Jalan Bukit Melati, Kuala Lumpur",Sedan,2001-02-17T09:12:36
WZ 6,Tan Ling Mei,"650 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1992-12-11T14:17:35
EC 20,Lee Yan Liang,"482 Jalan Bukit Mawar, Kuala Lumpur",Truck,2006-07-27T14:14:25
UO 50,Ahmad bin Nurul,"713 Jalan Bukit Mawar, Kuala Lumpur",SUV,2000-11-21T12:28:09
VBB 557,Tan Mei Ling,"759 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1995-11-03T01:10:14
WTP 4,Teoh Liang Jun,"294 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1992-10-23T08:23:29
VMW 4021,Deepa a/p Priya,"215 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2000-07-23T22:31:04
WGL 0642,Haziq binti Liyana,"627 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2010-04-27T02:33:02
MSI 3,Tan Hui Jun,"502 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2003-03-06T14:28:29
EN 76,Teoh Yan Wei,"618 Jalan Bukit Melati, Kuala Lumpur",Truck,2008-01-23T22:04:25
HG 90,Goh Jun Hui,"689 Jalan Bukit Bintang, Kuala Lumpur",SUV,2009-11-07T13:03:03
VOE 8390,Ahmad bin Azlan,"796 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2007-04-10T10:24:11
ZGJ 749,Chan Jie Jun,"390 Jalan Bukit Mawar, Kuala Lumpur",Truck,1996-02-05T21:36:23
QJF 12,Ahmad bin Siti,"168 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1992-05-31T21:06:32
WGS 484,Siti binti Nur,"910 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1996-01-18T08:51:12
YJB 598,Raj a/l Anita,"981 Jalan Bukit Melati, Kuala Lumpur",Truck,1999-09-09T15:32:38
TF 42,Ng Hui Hua,"288 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1998-08-27T19:41:33
IRB 194,Nurul binti Ahmad,"96 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2007-02-19T14:42:06
NWH 807,Chan Yan Xuan,"686 Jalan Bukit Bintang, Kuala Lumpur",Truck,2000-06-17T14:21:06
SHB 9,Chong Hua Xuan,"60 Jalan Bukit Melati, Kuala Lumpur",Coupe,1993-07-22T02:25:36
GI 2,Teoh Jun Ling,"838 Jalan Bukit Bintang, Kuala Lumpur",Coupe,1997-09-11T12:00:53
RCQ 4,Liyana bin Siti,"11 Jalan Bukit Melati, Kuala Lumpur",Coupe,1996-03-07T22:42:58
CF 8,Goh Ling Mei,"324 Jalan Bukit Mawar, Kuala Lumpur",SUV,1991-12-08T10:35:36
WY 453,Aisyah bin Siti,"54 Jalan Bukit Bintang, Kuala Lumpur",Truck,1994-10-24T19:22:08
HBQ 9353,Aisyah bin Farid,"363 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2001-04-21T20:44:18
CPV 595,Chan Yan Xuan,"703 Jalan Bukit Melati, Kuala Lumpur",Truck,2001-06-03T06:12:15
RS 3,Nur bin Muhammad,"238 Jalan Bukit Bintang, Kuala Lumpur",Truck,2002-01-16T13:53:15
CR 3597,Lakshmi a/p Suresh,"912 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1994-01-13T15:07:04
WD 9363,Teoh Liang Hua,"848 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1991-01-13T20:07:59
OT 1,Lakshmi a/p Anita,"278 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1993-11-15T14:45:54
KNZ 1809,Arjun a/p Mani,"870 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1992-07-15T19:11:41
VTP 79,Priya a/l Priya,"147 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1992-06-19T10:14:49
UTN 5005,Wong Ling Yan,"429 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1991-08-29T01:27:26
QF 23,Lakshmi a/l Raj,"64 Jalan Bukit Bintang, Kuala Lumpur",SUV,2003-07-22T07:51:00
OY 7,Chan Ling Wei,"877 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-06-19T06:04:59
JP 0078,Chan Hua Xuan,"865 Jalan Bukit Melati, Kuala Lumpur",SUV,1998-06-13T20:24:45
SNW 203,Suresh a/p Arjun,"874 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,2007-05-13T20:41:31
KU 8532,Priya a/p Mani,"254 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1993-10-03T01:16:04
FI 0069,Goh Jun Hua,"746 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2004-05-07T16:29:40
YD 825,Kumar a/l Deepa,"335 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2009-09-02T22:19:46
EO 2908,Aisyah bin Azlan,"929 Jalan Bukit Bintang, Kuala Lumpur",SUV,2001-08-20T06:42:18
SGH 4030,Priya a/p Kumar,"986 Jalan Bukit Mawar, Kuala Lumpur",Sedan,1996-12-02T10:03:29
ZF 1,Haziq binti Liyana,"96 Jalan Bukit Melati, Kuala Lumpur",SUV,1997-12-07T05:33:13
AS 791,Lim Hua Jun,"262 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,1996-08-29T14:13:57
UH 650,Nurul binti Muhammad,"903 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2005-12-28T20:54:46
SQB 088,Suresh a/p Priya,"438 Jalan Bukit Melati, Kuala Lumpur",SUV,2008-08-26T17:02:48
PJ 618,Chan Mei Ling,"385 Jalan Bukit Melati, Kuala Lumpur",Hatchback,1994-04-14T21:56:16
TH 4758,Mani a/p Anita,"69 Jalan Bukit Jelutong, Kuala Lumpur",Truck,2005-07-20T10:04:57
NI 07,Wong Hui Hua,"870 Jalan Bukit Melati, Kuala Lumpur",Sedan,2009-07-01T02:38:12
JP 46,Anita a/p Mani,"40 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1997-12-24T11:40:23
HXU 9,Farid bin Aisyah,"775 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,1998-06-30T17:28:32
FL 1927,Ng Hui Hua,"476 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2004-05-23T11:57:33
IC 4,Aisyah bin Nur,"527 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2010-05-20T08:23:48
GI 5459,Chong Wei Hua,"274 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1995-03-06T00:07:37
NM 572,Goh Xuan Jun,"100 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1994-10-09T16:47:52
HNP 810,Anita a/p Lakshmi,"487 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1995-07-06T12:33:46
UO 544,Priya a/l Mani,"496 Jalan Bukit Bintang, Kuala Lumpur",Truck,2007-12-17T02:42:12
EOT 00,Tan Jie Mei,"153 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,2008-10-12T15:09:01
MEK 5000,Lee Ling Wei,"265 Jalan Bukit Mawar, Kuala Lumpur",SUV,2007-11-01T05:58:40
DWY 98,Muhammad bin Siti,"125 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2001-11-11T02:12:42
RW 77,Anita a/l Suresh,"703 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2006-01-11T04:52:37
XXK 701,Chan Ling Xuan,"504 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2000-02-20T19:35:14
TRR 2,Liyana binti Ahmad,"976 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1990-09-01T22:44:55
WIK 838,Raj a/l Raj,"373 Jalan Bukit Melati, Kuala Lumpur",SUV,2004-11-30T16:34:16
QAR 0,Muhammad binti Haziq,"977 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1998-08-15T16:35:30
PCK 07,Wong Jun Xuan,"208 Jalan Bukit Jelutong, Kuala Lumpur",Coupe,2008-01-22T11:43:14
SIB 336,Siti bin Liyana,"144 Jalan Bukit Melati, Kuala Lumpur",Truck,2003-06-07T00:06:50
NQH 647,Arjun a/p Kumar,"787 Jalan Bukit Melati, Kuala Lumpur",SUV,2008-12-24T21:55:02
WS 60,Lim Jie Mei,"221 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1993-12-23T12:19:18
EO 814,Kumar a/l Kumar,"17 Jalan Bukit Mawar, Kuala Lumpur",Truck,2009-07-19T05:21:44
SJ 4,Lakshmi a/l Raj,"549 Jalan Bukit Melati, Kuala Lumpur",Coupe,2003-11-13T18:01:55
GFC 33,Muhammad bin Ahmad,"562 Jalan Bukit Mawar, Kuala Lumpur",Hatchback,1994-05-04T18:08:06
YQ 547,Priya a/p Arjun,"412 Jalan Bukit Melati, Kuala Lumpur",Hatchback,2005-01-03T08:59:21
CLJ 52,Suresh a/l Raj,"705 Jalan Bukit Jelutong, Kuala Lumpur",Sedan,1993-09-17T01:34:46
TCS 53,Priya a/l Lakshmi,"677 Jalan Bukit Melati, Kuala Lumpur",Truck,2001-04-06T22:36:45
TP 4,Liyana binti Ahmad,"98 Jalan Bukit Jelutong, Kuala Lumpur",Hatchback,1991-06-27T08:09:37
HTE 8443,Muhammad binti Liyana,"942 Jalan Bukit Bintang, Kuala Lumpur",Sedan,1999-07-08T12:18:47
ZID 9,Foo Hui Mei,"743 Jalan Bukit Jelutong, Kuala Lumpur",SUV,1998-07-02T03:02:12
ZL 610,Anita a/p Deepa,"302 Jalan Bukit Bintang, Kuala Lumpur",Sedan,2006-05-24T11:09:13
XEG 9634,Goh Hui Jun,"321 Jalan Bukit Jelutong, Kuala Lumpur",Truck,1998-10-06T02:44:46
BBN 9500,Lee Liang Jie,"384 Jalan Bukit Mawar, Kuala Lumpur",Coupe,1996-07-21T08:13:52
DW 11,Deepa a/p Anita,"62 Jalan Bukit Bintang, Kuala Lumpur",Hatchback,2003-05-07T23:47:47
